Ticket,Time,Direction,Entry,SL,TP1,Result,PnL,Regime
S-1626,2026-02-20 16:45:00,SHORT,5057.56,5057.56,4975.14,LOSS,-100.0,SIDEWAY_ADV
S-1627,2026-02-23 08:20:00,SHORT,5158.44,5158.44,5021.1,LOSS,-100.0,SIDEWAY_ADV
S-1628,2026-02-23 11:55:00,SHORT,5149.56,5177.84,5018.88,LOSS,-100.0,SIDEWAY_ADV
S-1629,2026-02-23 16:40:00,SHORT,5190.87,5201.53,5018.26,LOSS,-100.0,SIDEWAY_ADV
S-1630,2026-02-23 17:05:00,SHORT,5197.17,5197.17,5019.84,LOSS,-100.0,SIDEWAY_ADV
S-1631,2026-02-23 22:55:00,SHORT,5236.36,5236.36,5027.17,LOSS,-100.0,SIDEWAY_ADV
S-1632,2026-02-24 20:00:00,SHORT,5167.31,5250.79,5009.91,EXPIRED,0.0,SIDEWAY_ADV
S-1633,2026-02-25 13:15:00,LONG,5159.87,4962.74,5092.2,WIN,34.33,SIDEWAY_ADV
S-1634,2026-02-27 15:15:00,SHORT,5218.37,5250.8,5039.64,LOSS,-100.0,SIDEWAY_ADV
S-1635,2026-03-02 05:35:00,SHORT,5363.89,5394.57,5078.01,LOSS,-100.0,SIDEWAY_ADV
S-1636,2026-03-02 09:10:00,SHORT,5406.03,5406.03,5079.33,LOSS,-100.0,SIDEWAY_ADV
S-1637,2026-03-05 02:45:00,SHORT,5176.69,5420.3,5143.57,WIN,13.6,SIDEWAY_ADV
S-1638,2026-03-09 19:40:00,LONG,5090.84,4994.95,5181.18,WIN,94.21,SIDEWAY_ADV
S-1639,2026-03-10 15:20:00,SHORT,5221.68,5221.68,5154.81,LOSS,-100.0,SIDEWAY_ADV
S-1640,2026-03-11 03:15:00,SHORT,5219.97,5219.97,5154.39,LOSS,-100.0,SIDEWAY_ADV
S-1641,2026-03-16 06:00:00,SHORT,5023.81,5239.55,5116.2,WIN,42.82,SIDEWAY_ADV
S-1642,2026-03-16 09:40:00,LONG,4992.74,4992.74,5143.0,LOSS,-100.0,SIDEWAY_ADV
S-1643,2026-03-16 13:20:00,SHORT,5020.12,5239.55,5116.88,WIN,44.09,SIDEWAY_ADV
S-1644,2026-03-16 16:40:00,LONG,5000.93,5000.93,5148.24,LOSS,-100.0,SIDEWAY_ADV
S-1645,2026-03-18 06:25:00,LONG,4990.7,4990.7,5143.61,LOSS,-100.0,SIDEWAY_ADV
S-1646,2026-03-18 10:20:00,LONG,4985.47,4966.62,5142.3,LOSS,-100.0,SIDEWAY_ADV
S-1647,2026-03-19 01:20:00,SHORT,4835.37,5145.85,5067.25,WIN,74.69,SIDEWAY_ADV
S-1648,2026-03-19 14:20:00,LONG,4605.27,4530.33,5061.02,LOSS,-100.0,SIDEWAY_ADV
S-1649,2026-03-26 02:45:00,SHORT,4535.03,4736.75,4981.68,WIN,221.42,SIDEWAY_ADV
S-1650,2026-03-26 07:40:00,LONG,4483.08,4097.63,5018.36,EXPIRED,0.0,SIDEWAY_ADV
S-1651,2026-03-30 02:45:00,LONG,4444.89,4444.89,4904.39,EXPIRED,0.0,SIDEWAY_ADV
S-1652,2026-03-30 09:45:00,SHORT,4546.24,4603.37,4861.62,WIN,552.05,SIDEWAY_ADV
S-1653,2026-03-31 06:15:00,LONG,4563.79,4563.79,4934.12,EXPIRED,0.0,SIDEWAY_ADV
S-1654,2026-03-31 06:20:00,LONG,4557.73,4557.73,4932.6,EXPIRED,0.0,SIDEWAY_ADV
S-1655,2026-04-02 07:40:00,LONG,4661.87,4350.0,4958.64,EXPIRED,0.0,SIDEWAY_ADV
S-1656,2026-04-02 17:20:00,SHORT,4674.83,4801.38,4893.77,WIN,173.0,SIDEWAY_ADV
S-1657,2026-04-06 07:50:00,SHORT,4656.08,4801.38,4876.33,WIN,151.58,SIDEWAY_ADV
S-1658,2026-04-06 08:00:00,SHORT,4663.12,4801.38,4878.09,WIN,155.48,SIDEWAY_ADV
S-1659,2026-04-08 06:10:00,LONG,4798.86,4552.88,4734.61,WIN,26.12,SIDEWAY_ADV
S-1660,2026-04-13 04:10:00,SHORT,4715.24,4858.65,4647.91,EXPIRED,0.0,SIDEWAY_ADV
S-1661,2026-04-14 08:35:00,LONG,4759.17,4584.37,4753.03,WIN,3.51,SIDEWAY_ADV
S-1662,2026-04-17 09:25:00,LONG,4783.9,4584.36,4800.48,WIN,8.31,SIDEWAY_ADV
S-1663,2026-04-20 20:25:00,SHORT,4810.02,4890.6,4746.07,WIN,79.36,SIDEWAY_ADV
S-1664,2026-04-20 22:55:00,LONG,4814.3,4735.97,4819.76,WIN,6.97,SIDEWAY_ADV
S-1665,2026-04-21 05:00:00,LONG,4807.13,4735.97,4835.57,LOSS,-100.0,SIDEWAY_ADV
S-1666,2026-04-22 07:35:00,LONG,4753.76,4667.34,4800.73,LOSS,-100.0,SIDEWAY_ADV
S-1667,2026-04-23 14:55:00,SHORT,4720.65,4890.58,4762.79,WIN,24.8,SIDEWAY_ADV
S-1668,2026-04-23 15:30:00,SHORT,4738.66,4890.59,4767.29,WIN,18.85,SIDEWAY_ADV
S-1669,2026-04-24 10:55:00,SHORT,4694.53,4869.04,4756.01,WIN,35.23,SIDEWAY_ADV
S-1670,2026-04-28 08:35:00,LONG,4638.17,4622.95,4768.49,LOSS,-100.0,SIDEWAY_ADV
S-1671,2026-04-29 16:35:00,LONG,4525.59,4525.59,4738.95,LOSS,-100.0,SIDEWAY_ADV
S-1672,2026-05-01 15:15:00,SHORT,4588.49,4731.03,4669.71,WIN,56.98,SIDEWAY_ADV
S-1673,2026-05-06 02:45:00,SHORT,4593.66,4661.08,4720.68,WIN,188.4,SIDEWAY_ADV
S-1674,2026-05-06 04:20:00,SHORT,4623.58,4661.08,4728.16,WIN,278.84,SIDEWAY_ADV
S-1675,2026-05-06 06:10:00,SHORT,4647.83,4661.09,4734.22,WIN,651.54,SIDEWAY_ADV
S-1676,2026-05-11 12:30:00,LONG,4654.65,4512.67,4697.56,WIN,30.22,SIDEWAY_ADV
S-1677,2026-05-12 03:05:00,SHORT,4768.27,4768.27,4685.19,WIN,1361.11,SIDEWAY_ADV
S-1678,2026-05-12 22:50:00,SHORT,4712.61,4774.36,4671.17,WIN,67.11,SIDEWAY_ADV
S-1679,2026-05-12 22:55:00,SHORT,4715.71,4774.36,4671.94,WIN,74.62,SIDEWAY_ADV
S-1680,2026-05-13 19:05:00,SHORT,4701.14,4774.36,4668.61,WIN,44.42,SIDEWAY_ADV
S-1681,2026-05-15 08:55:00,LONG,4558.75,4557.06,4675.12,LOSS,-100.0,SIDEWAY_ADV
S-1682,2026-05-15 19:05:00,LONG,4531.42,4531.42,4668.28,LOSS,-100.0,SIDEWAY_ADV
S-1683,2026-05-19 01:35:00,SHORT,4576.04,4727.93,4656.21,WIN,52.78,SIDEWAY_ADV
S-1684,2026-05-21 13:35:00,LONG,4508.83,4508.83,4665.84,EXPIRED,0.0,SIDEWAY_ADV
S-1685,2026-05-26 07:35:00,LONG,4527.77,4452.61,4670.57,LOSS,-100.0,SIDEWAY_ADV
S-1686,2026-05-26 14:55:00,LONG,4507.17,4452.62,4665.42,LOSS,-100.0,SIDEWAY_ADV
S-1687,2026-05-28 04:50:00,LONG,4409.24,4400.64,4647.8,LOSS,-100.0,SIDEWAY_ADV
S-1688,2026-05-28 06:35:00,LONG,4374.05,4374.05,4639.0,LOSS,-100.0,SIDEWAY_ADV
S-1689,2026-05-28 19:20:00,SHORT,4502.07,4581.4,4509.62,WIN,9.52,SIDEWAY_ADV
S-1690,2026-05-28 19:40:00,SHORT,4504.35,4581.4,4510.19,WIN,7.58,SIDEWAY_ADV
S-1691,2026-05-29 11:45:00,LONG,4511.26,4365.62,4666.87,EXPIRED,0.0,SIDEWAY_ADV
